Purchase ID,Purchase Date,Item Purchased,Category,Purchase Amount (USD),Size,Color,Season,Shipping Type,Discount Applied,Promo Code Used,Payment Method
a8c02fd7-9179-4b78-acb3-d8ed35fc4bf9,2023-10-14 03:52:52.973663836+00:00,Shoes,Footwear,20,L,Turquoise,Winter,Store Pickup,Yes,Yes,Venmo
cf8df82f-ac3c-4d50-ab50-d0c90fbef328,2023-08-30 01:52:57.023533267+00:00,Sandals,Footwear,86,M,Red,Summer,Express,Yes,Yes,Debit Card
96427943-35a5-4996-8b51-cd158f6759b7,2023-06-01 08:28:45.421379763+00:00,Dress,Clothing,60,L,Yellow,Spring,Next Day Air,Yes,Yes,Debit Card
02c1083e-a4fd-4678-8c45-f2178bb00e4d,2023-06-13 20:27:04.208965682+00:00,Hat,Accessories,43,L,Orange,Winter,Free Shipping,Yes,Yes,Cash
86a21e26-3cd9-4221-8c45-97ebaaf6c11b,2023-12-19 19:58:56.404865166+00:00,Pants,Clothing,44,L,Blue,Spring,Free Shipping,Yes,Yes,Venmo
4aa5551f-3a45-4650-b9e4-b5b891fff10e,2023-01-29 04:04:23.766213301+00:00,Socks,Clothing,76,L,Gold,Spring,2-Day Shipping,Yes,Yes,Credit Card
78313018-d3db-40d0-ad50-f181a8939cfc,2023-09-09 17:18:15.102752128+00:00,Shirt,Clothing,33,M,Gold,Summer,Express,Yes,Yes,Debit Card
4c2bc0a1-386d-4e41-8ff0-1f20b2c90a71,2023-06-13 18:32:51.824955847+00:00,Shorts,Clothing,60,L,Cyan,Fall,Standard,Yes,Yes,Debit Card
c432c867-16b6-4e42-b0d1-1ddcfc19cb92,2023-11-20 11:59:49.288641149+00:00,Jacket,Outerwear,26,L,Olive,Fall,Free Shipping,Yes,Yes,PayPal
aa5b70eb-39dd-45e3-b38b-ac86b39e568c,2023-02-11 07:38:18.537311910+00:00,Hoodie,Clothing,73,M,Teal,Winter,Next Day Air,Yes,Yes,Debit Card
ec537eda-24d9-431f-89a8-2740219f5594,2023-12-27 09:58:42.271229854+00:00,Shoes,Footwear,87,M,Maroon,Spring,Standard,Yes,Yes,Cash
6ae67ad8-3a75-4c74-b7df-c450d307030f,2023-09-13 22:59:35.717808084+00:00,Skirt,Clothing,100,XL,Green,Spring,2-Day Shipping,Yes,Yes,Credit Card
50d46eb4-7875-4ac1-937c-1fbeb9d1e0fe,2023-02-07 09:25:55.175014785+00:00,Coat,Outerwear,84,M,Charcoal,Winter,Standard,Yes,Yes,PayPal
a51e73a7-cec4-46b7-a33c-74ff73501710,2023-05-12 20:23:50.321817357+00:00,Sneakers,Footwear,41,M,Cyan,Summer,Standard,Yes,Yes,PayPal
7b009d07-f94d-4b8f-8ced-b4e05c8c7097,2023-01-06 01:23:41.656699506+00:00,Jeans,Clothing,59,S,Charcoal,Winter,Next Day Air,Yes,Yes,PayPal
c375a96e-1c1b-4701-a869-166af48a106a,2023-04-03 14:03:52.676905826+00:00,Blouse,Clothing,26,L,Charcoal,Winter,Store Pickup,Yes,Yes,Venmo
0c805b8a-39fc-42b6-a6d5-f523504b7e4b,2023-12-05 00:27:15.793269366+00:00,Sunglasses,Accessories,69,M,Lavender,Summer,Free Shipping,Yes,Yes,PayPal
e6f4a144-b428-4241-b8b3-ecfd9542f15a,2023-04-20 00:55:11.566919097+00:00,Jacket,Outerwear,20,M,Turquoise,Spring,Free Shipping,Yes,Yes,Bank Transfer
1aabde70-bf20-4fcb-a487-89bbcc4cbf59,2023-09-12 07:33:47.374024039+00:00,Dress,Clothing,83,M,Green,Summer,Next Day Air,Yes,Yes,Credit Card
ae7f0eb1-319a-46c5-835f-f6ca83c74889,2023-02-27 10:44:38.991495643+00:00,Hat,Accessories,54,M,Silver,Spring,2-Day Shipping,Yes,Yes,PayPal
7b58fbaf-d3b3-4896-bc61-9901b04e8b67,2023-03-06 06:05:50.565108749+00:00,Hoodie,Clothing,66,M,Blue,Fall,Standard,Yes,Yes,Bank Transfer
6d46c67a-b0cd-4107-9abe-74d059c7d513,2023-01-28 00:58:56.901396738+00:00,Handbag,Accessories,42,M,Charcoal,Spring,Next Day Air,Yes,Yes,Debit Card
66c2808b-b226-4557-adab-a564c65ef87d,2023-08-22 11:30:47.001020345+00:00,Jeans,Clothing,33,M,Pink,Spring,Standard,Yes,Yes,Cash
aaee7ffe-45d0-4358-b3a2-e2a922803a2a,2023-08-02 06:33:40.015134863+00:00,Boots,Footwear,77,M,Pink,Summer,Free Shipping,Yes,Yes,Venmo
97823c74-40e6-4079-9208-34e96607a5ee,2023-01-20 16:11:44.092101942+00:00,Jacket,Outerwear,65,M,Magenta,Fall,Free Shipping,Yes,Yes,Venmo
87183395-0d4a-4269-a91d-decfee72d345,2023-06-22 20:57:29.522793511+00:00,Sandals,Footwear,39,L,Gray,Summer,Free Shipping,Yes,Yes,Bank Transfer
a9f85005-d1dd-4820-8b9c-0e4f289fb607,2023-12-20 21:32:11.770551545+00:00,Belt,Accessories,51,L,Gray,Summer,2-Day Shipping,Yes,Yes,Debit Card
f735e5aa-90da-41b0-b5d4-5ddc3a09f54b,2023-09-05 12:14:54.291725113+00:00,Handbag,Accessories,65,M,Orange,Winter,Next Day Air,Yes,Yes,Venmo
091ad4e5-b769-491e-ba1e-764d29d4cda2,2023-08-05 17:40:48.948170930+00:00,Sunglasses,Accessories,89,S,Black,Summer,Express,Yes,Yes,Debit Card
853375ed-bac3-4504-9da3-5328af127172,2023-05-08 03:58:12.904440246+00:00,Skirt,Clothing,76,S,Lavender,Spring,Free Shipping,Yes,Yes,PayPal
d5ca1d62-299c-454e-8930-3298d1fefa43,2023-08-15 13:35:09.461932464+00:00,Backpack,Accessories,75,L,Red,Spring,Express,Yes,Yes,Debit Card
edaf52ec-89f4-486e-af8b-776631adcf91,2023-04-26 11:32:56.041373775+00:00,Sandals,Footwear,61,M,Silver,Summer,Next Day Air,Yes,Yes,Venmo
945f9791-427a-478f-8b1b-857b018bc3d8,2023-06-07 07:51:39.809873587+00:00,Boots,Footwear,35,M,Cyan,Fall,Next Day Air,Yes,Yes,Cash
3b177241-3c63-45ec-ac11-706a16345a59,2023-07-16 10:33:41.318554419+00:00,Sneakers,Footwear,37,S,Gold,Fall,Free Shipping,Yes,Yes,Bank Transfer
eaa04756-2b0b-4531-9512-c33fed4e64a0,2023-05-14 23:05:23.031975891+00:00,Skirt,Clothing,91,L,Yellow,Winter,Express,Yes,Yes,Bank Transfer
33542d96-cf95-4880-93ec-e006f432abfd,2023-09-01 05:39:56.768074259+00:00,Dress,Clothing,99,L,Purple,Fall,Free Shipping,Yes,Yes,Debit Card
5e0c35ba-5829-4e7f-8ac1-a2149b03b237,2023-11-15 22:21:22.495252904+00:00,Shorts,Clothing,54,S,Brown,Summer,Express,Yes,Yes,Bank Transfer
b66f01fd-5fea-4e72-abee-1c3b53d7ef50,2023-02-16 10:22:05.854758350+00:00,Handbag,Accessories,47,L,Turquoise,Winter,2-Day Shipping,Yes,Yes,PayPal
b1e8ca94-2570-4262-8998-dbe6f2f96fc9,2023-03-27 05:49:08.064608510+00:00,Scarf,Accessories,77,S,Gold,Spring,Express,Yes,Yes,Cash
7b5914f5-566a-4a2f-9744-f0d71e8429c0,2023-08-16 15:11:32.252870662+00:00,Belt,Accessories,84,S,Olive,Fall,Free Shipping,Yes,Yes,Venmo
86745746-1fbb-4912-ad5f-2c276f663c36,2023-02-18 06:52:32.839780229+00:00,Gloves,Accessories,51,S,Purple,Spring,2-Day Shipping,Yes,Yes,Credit Card
05da543a-2b62-4b22-bb99-3a7739e726e3,2023-06-12 21:00:56.579638853+00:00,Skirt,Clothing,26,S,Lavender,Summer,Store Pickup,Yes,Yes,PayPal
48dcf720-2b2c-4d0a-914a-7cb808e786b7,2023-09-25 18:26:34.217876783+00:00,Shorts,Clothing,64,L,Gray,Summer,Free Shipping,Yes,Yes,Debit Card
7237dca3-d40a-4367-8520-55ea6a58c5b5,2023-09-27 16:41:28.592446807+00:00,Backpack,Accessories,51,M,Red,Spring,Express,Yes,Yes,Venmo
65dea5ee-28ea-4466-ad29-2a97f9a97e43,2023-04-10 20:49:00.269864308+00:00,Hoodie,Clothing,60,L,Purple,Spring,Free Shipping,Yes,Yes,Debit Card
bdcf1982-efab-4f05-a475-102667a428ad,2023-06-14 05:33:02.086721409+00:00,Hat,Accessories,69,XL,Olive,Spring,Next Day Air,Yes,Yes,Debit Card
ee35c98d-0b6b-400d-aa5f-25c5f749d890,2023-03-25 00:21:04.568957854+00:00,Jewelry,Accessories,29,M,Lavender,Spring,Express,Yes,Yes,Cash
2ba1affb-2b08-4c49-80de-051e73f3e8df,2023-06-27 19:18:34.094423387+00:00,Shirt,Clothing,91,M,Gray,Spring,Express,Yes,Yes,Venmo
78016cd5-3e81-49a6-a1ef-04b0ca79a4ab,2023-06-15 18:19:10.904143610+00:00,Belt,Accessories,70,L,Red,Spring,2-Day Shipping,Yes,Yes,Bank Transfer
240be25f-78ac-4e3e-b18c-4f7ea68950ce,2023-01-14 01:25:04.822298938+00:00,Sweater,Clothing,58,M,Peach,Summer,Standard,Yes,Yes,PayPal
a9f91850-f763-4b47-8acf-20d21a1e5a34,2023-09-24 10:58:38.873322594+00:00,Hat,Accessories,98,L,Gray,Fall,Free Shipping,Yes,Yes,Bank Transfer
c93a4573-c995-41ab-84af-4eb01573fbc2,2023-02-24 17:25:23.055225016+00:00,Scarf,Accessories,68,L,Violet,Summer,2-Day Shipping,Yes,Yes,Cash
02cceb79-bae2-498f-bf56-9db48b604799,2023-07-02 00:55:50.236613559+00:00,Hat,Accessories,44,M,Beige,Summer,Next Day Air,Yes,Yes,Cash
7c189a64-3775-4fb7-9649-492a2db4ec22,2023-06-20 08:01:17.830642673+00:00,Jacket,Outerwear,45,M,Blue,Winter,Express,Yes,Yes,PayPal
c24b01fd-d2fa-4866-a9c1-c8a7c9de3dff,2023-05-23 05:39:52.172271138+00:00,T-shirt,Clothing,99,L,Magenta,Spring,Free Shipping,Yes,Yes,PayPal
a7e63376-eba9-4cc8-97fe-83c44e72c21c,2023-07-05 07:11:57.636333549+00:00,Dress,Clothing,68,S,Cyan,Spring,Standard,Yes,Yes,Venmo
27b95d04-1cc0-4a21-9b2c-3549f807b443,2023-07-03 12:52:04.633250354+00:00,Pants,Clothing,56,M,Red,Spring,Standard,Yes,Yes,Debit Card
eadbd197-8153-48bc-b8a6-b7820b42971b,2023-05-29 18:36:19.781297975+00:00,Sweater,Clothing,43,L,Cyan,Winter,Express,Yes,Yes,Credit Card
61853d86-1404-43dd-9fd5-9210cd040f79,2023-12-28 03:14:57.209773417+00:00,Sunglasses,Accessories,99,M,Turquoise,Winter,Free Shipping,Yes,Yes,PayPal
14f23fd4-1240-4c91-aa43-87c4962efd49,2023-01-13 16:39:50.574410093+00:00,Belt,Accessories,56,L,Silver,Fall,Express,Yes,Yes,PayPal
d176bb7c-1937-4392-bd49-cf0d829d0b44,2023-12-10 03:24:20.527847937+00:00,Hoodie,Clothing,25,S,Pink,Spring,Express,Yes,Yes,Credit Card
095faf15-db93-44a0-9c48-dc54df85d59b,2023-03-27 10:52:33.417167970+00:00,Pants,Clothing,74,M,Black,Winter,2-Day Shipping,Yes,Yes,Bank Transfer
31ccc333-61c2-4c69-805b-0a9a10915c79,2023-03-31 12:16:26.812309252+00:00,Hoodie,Clothing,56,M,Green,Winter,Next Day Air,Yes,Yes,Bank Transfer
d92d3d0a-96a3-45c1-9217-c990248b9df6,2023-03-04 08:13:18.894358345+00:00,Sneakers,Footwear,47,M,Yellow,Fall,Next Day Air,Yes,Yes,Cash
48aa8b88-b670-4cae-a98b-c79dae24f924,2023-01-25 01:26:27.521951238+00:00,Dress,Clothing,67,L,Purple,Summer,Standard,Yes,Yes,Venmo
ae07528c-e146-409b-acb0-fcfa4da7fddf,2023-05-09 05:09:23.062793991+00:00,Dress,Clothing,22,L,Purple,Winter,Store Pickup,Yes,Yes,Credit Card
81893d55-817e-48c3-9ad0-793dbd199ddc,2023-03-20 12:49:54.485933340+00:00,Jeans,Clothing,34,S,Blue,Spring,Standard,Yes,Yes,Venmo
c29372e5-335e-4e84-aa63-628774e7af63,2023-02-08 04:34:55.936873290+00:00,Sweater,Clothing,64,M,Maroon,Spring,Standard,Yes,Yes,Bank Transfer
5f7d6b7c-b23f-4cd4-8b17-9c3cb27d3be8,2023-05-25 02:31:51.533875774+00:00,Shorts,Clothing,42,M,Orange,Spring,2-Day Shipping,Yes,Yes,Cash
245ff7d6-acf9-47cc-ae88-18bbc9bd37e1,2023-02-28 02:36:44.719482866+00:00,Shirt,Clothing,82,L,Green,Winter,2-Day Shipping,Yes,Yes,Debit Card
83156b11-b2cd-4b51-ad7a-719b838a8c2b,2023-03-10 13:15:19.248759898+00:00,Belt,Accessories,81,XL,Gold,Summer,Free Shipping,Yes,Yes,Cash
93537c53-2f1d-4414-b90f-bfc171f990cf,2023-11-24 14:38:19.696859138+00:00,Coat,Outerwear,24,L,Silver,Summer,Express,Yes,Yes,PayPal
7baddef9-4c84-40ac-8cf7-7d89cc67d231,2023-12-03 06:33:52.715142195+00:00,Sneakers,Footwear,60,M,Cyan,Fall,Standard,Yes,Yes,Credit Card
ef434cbd-bec5-41a7-8497-7809c4a45109,2023-04-14 02:32:03.824907673+00:00,Shirt,Clothing,24,M,Silver,Spring,2-Day Shipping,Yes,Yes,PayPal
2910e003-eb45-4b24-9e21-8230b721ea59,2023-11-24 15:25:09.089402683+00:00,Socks,Clothing,78,XL,Beige,Winter,Standard,Yes,Yes,Cash
6d955765-a060-4ede-8492-ed447f1267d2,2023-09-15 21:26:49.020887995+00:00,Jeans,Clothing,88,L,Teal,Winter,Express,Yes,Yes,Cash
0dc3367b-6e71-4fa7-8ab8-c5a2dc2ee3df,2023-09-02 09:52:34.579986547+00:00,Jeans,Clothing,63,XL,Green,Spring,Express,Yes,Yes,Cash
af8128d7-4f30-4a05-8a54-827d563cd067,2023-11-17 03:28:02.944824569+00:00,Sneakers,Footwear,78,L,Black,Summer,Standard,Yes,Yes,Venmo
778f98b0-60cb-41f1-866c-031d557aa8a9,2023-06-03 05:41:44.629299596+00:00,Dress,Clothing,37,XL,Yellow,Winter,Store Pickup,Yes,Yes,Cash
dcb4eca1-add4-45f4-a6ec-0a4cc0cf1065,2023-03-22 19:34:45.735187099+00:00,Boots,Footwear,94,M,White,Fall,2-Day Shipping,Yes,Yes,Debit Card
84e10e6c-e25f-4581-b4cb-309cca4deff3,2023-12-10 01:08:52.456546793+00:00,T-shirt,Clothing,78,L,Green,Fall,Store Pickup,Yes,Yes,Credit Card
ec30be00-9f5b-442e-bd95-b19c9b9a4f0c,2023-09-01 22:38:57.544855988+00:00,Coat,Outerwear,36,M,Silver,Winter,Standard,Yes,Yes,Bank Transfer
8a4abf93-89dd-47dc-8d28-4bc2403b4454,2023-02-04 22:41:17.218119577+00:00,Skirt,Clothing,24,L,Blue,Winter,Standard,Yes,Yes,Debit Card
45cef3dd-cb4b-4bb7-bcc9-ff620fdcf108,2023-03-02 21:57:04.240980987+00:00,Sneakers,Footwear,84,M,Magenta,Spring,Store Pickup,Yes,Yes,Debit Card
ab43b2c2-f3f0-4ea5-a692-affd5f088927,2023-08-19 02:43:05.476708624+00:00,Jeans,Clothing,47,S,Yellow,Spring,Express,Yes,Yes,Bank Transfer
df5ca820-a79d-4919-8a33-0fa0aa7540af,2023-12-16 12:37:46.357404459+00:00,Hoodie,Clothing,51,L,White,Fall,Store Pickup,Yes,Yes,Bank Transfer
8250dffc-4056-4bb2-b575-1221162553f5,2023-05-26 20:10:17.690887668+00:00,Shoes,Footwear,84,M,Pink,Summer,Free Shipping,Yes,Yes,Cash
0e37f18a-93dd-462a-a29d-461dae4a7ef9,2023-09-13 10:46:14.179942422+00:00,Shorts,Clothing,24,M,Magenta,Summer,Express,Yes,Yes,Venmo
31b4928b-3a74-4bc9-aad9-90089e870af8,2023-12-27 00:28:42.996086282+00:00,Blouse,Clothing,97,S,Teal,Fall,Free Shipping,Yes,Yes,Debit Card
9b33a6c5-d0f1-4b3e-9c3b-8554f07a34c5,2023-11-07 06:56:07.930556519+00:00,T-shirt,Clothing,89,L,Indigo,Winter,Next Day Air,Yes,Yes,Credit Card
18c66086-7911-4bc3-bdcf-d81d23c23b6e,2023-01-22 09:56:53.785315500+00:00,Belt,Accessories,44,S,Maroon,Spring,Store Pickup,Yes,Yes,PayPal
a219579b-f1da-46aa-aff5-89913fef9632,2023-12-27 14:46:49.250442222+00:00,Handbag,Accessories,35,L,Black,Winter,2-Day Shipping,Yes,Yes,PayPal
21da4abb-df72-4561-8bb1-18fa5a68bbf5,2023-09-21 16:55:00.369815484+00:00,Dress,Clothing,91,M,Cyan,Winter,Express,Yes,Yes,PayPal
d1e187d5-b3ac-449f-9103-8b45338b9600,2023-05-12 05:08:35.344523063+00:00,Hat,Accessories,63,L,Cyan,Winter,Next Day Air,Yes,Yes,Venmo
3176f0c6-8af8-486e-8e28-dbfc7f9d396d,2023-11-02 16:36:42.223358509+00:00,Belt,Accessories,97,S,Gray,Spring,Express,Yes,Yes,Cash
7aa2e177-5197-4095-b484-1a1d3e870c59,2023-01-19 01:08:13.031107780+00:00,Boots,Footwear,38,M,Violet,Summer,Store Pickup,Yes,Yes,Venmo
91c968bd-eebd-45df-97a5-8855352c2af8,2023-10-08 13:54:51.499526469+00:00,Coat,Outerwear,24,XL,Blue,Spring,Next Day Air,Yes,Yes,PayPal
98e450f4-344f-48c4-9e1b-d8e240be5461,2023-07-22 06:43:55.914603596+00:00,Blouse,Clothing,32,M,Charcoal,Winter,Store Pickup,Yes,Yes,Cash
39d6c335-13dc-4dec-9c8f-2941c99a5485,2023-11-11 07:53:08.002394732+00:00,Hat,Accessories,90,L,Olive,Summer,Express,Yes,Yes,Venmo
4b0caa90-8140-492c-9a32-5903db1f0a9e,2023-11-30 10:12:36.930084953+00:00,Jeans,Clothing,36,M,Olive,Summer,Standard,Yes,Yes,Venmo
7468edc1-0e8b-4c1d-acfa-9d119c2a9b51,2023-06-02 17:03:22.370417204+00:00,Backpack,Accessories,37,XL,Turquoise,Winter,Free Shipping,Yes,Yes,PayPal
d6ca6ca2-8b0e-4a2e-b7ea-1e666791466a,2023-09-14 17:04:21.716182742+00:00,Dress,Clothing,51,M,Cyan,Summer,Express,Yes,Yes,Bank Transfer
7997580e-567b-4825-93cc-1c5e5598e8e3,2023-09-03 11:03:32.794856026+00:00,Hat,Accessories,71,S,Red,Fall,2-Day Shipping,Yes,Yes,PayPal
68341e8e-7a3a-4c0b-bac6-8a7b3fe864af,2023-07-03 23:23:28.410782139+00:00,Sunglasses,Accessories,50,S,Cyan,Spring,2-Day Shipping,Yes,Yes,Venmo
ef46692a-7269-4770-ab27-119b68b57108,2023-04-05 10:19:20.618026199+00:00,Hat,Accessories,74,S,Turquoise,Fall,Standard,Yes,Yes,Credit Card
f66dfc77-288d-4ce2-8779-0f8af1aa6dd5,2023-09-24 21:26:49.252472425+00:00,Dress,Clothing,75,L,Lavender,Summer,Free Shipping,Yes,Yes,PayPal
04198b03-37d1-42ab-bdb4-4530aef7ccc9,2023-10-21 16:48:23.256276499+00:00,Shirt,Clothing,99,XL,Cyan,Spring,2-Day Shipping,Yes,Yes,Debit Card
43c60a25-5186-40b9-bce1-8c83001262a0,2023-06-04 13:10:51.927184486+00:00,Scarf,Accessories,23,XL,Violet,Spring,Store Pickup,Yes,Yes,Cash
60fc5462-81c3-4b97-a727-1e8bd0d8c190,2023-05-06 18:41:01.946858308+00:00,Sneakers,Footwear,53,XL,Beige,Winter,Free Shipping,Yes,Yes,Credit Card
fb5cd642-7ca2-4275-a2cc-2614b5f65712,2023-02-10 04:09:43.250398221+00:00,Skirt,Clothing,99,M,Cyan,Spring,Standard,Yes,Yes,Cash
aac07240-8f46-461a-b42b-c686010b612a,2023-07-26 18:48:36.189096825+00:00,Jewelry,Accessories,48,XL,Indigo,Spring,Standard,Yes,Yes,Venmo
e264ee97-0453-43fa-b1ed-aa5ae494b6ac,2023-10-15 00:31:07.435195926+00:00,Boots,Footwear,72,L,Olive,Fall,Next Day Air,Yes,Yes,Debit Card
41ac7692-0fa4-47f2-8f42-271759e4a58f,2023-12-08 01:22:06.362259673+00:00,Sunglasses,Accessories,64,L,Green,Spring,Standard,Yes,Yes,Debit Card
421ec036-e047-483b-985f-2196fdfb3938,2023-09-25 08:04:41.699516517+00:00,Boots,Footwear,63,L,Green,Spring,2-Day Shipping,Yes,Yes,Credit Card
7f934145-b84d-43e6-b95e-18f064f4365c,2023-09-26 15:14:51.313574348+00:00,Sandals,Footwear,51,M,Beige,Spring,Next Day Air,Yes,Yes,Venmo
ac1eb063-a2ed-4676-b39e-81dd9cb1577a,2023-10-23 17:44:40.460148356+00:00,Boots,Footwear,55,L,Black,Spring,Store Pickup,Yes,Yes,Credit Card
5bfa6f10-54ea-42a1-bae4-fe97079a9e80,2023-02-21 17:36:29.169321407+00:00,Dress,Clothing,55,M,Brown,Spring,Express,Yes,Yes,Cash
d1ca3559-1161-4ddc-bcc3-0213c6bcb6a2,2023-04-17 19:19:08.501102388+00:00,Hoodie,Clothing,26,S,Silver,Summer,Store Pickup,Yes,Yes,Cash
a441be36-d8eb-40fa-a544-32b000e0428c,2023-05-03 11:44:22.578270874+00:00,Shorts,Clothing,67,L,Gray,Summer,Next Day Air,Yes,Yes,Bank Transfer
df539a07-33d1-4c45-b2d5-9e6833b20541,2023-08-02 00:27:25.884459450+00:00,Coat,Outerwear,31,S,Pink,Fall,Express,Yes,Yes,PayPal
4ae35280-0265-4675-9a08-5ddb4ff1f045,2023-01-14 00:27:10.084811253+00:00,Jeans,Clothing,66,S,Maroon,Winter,Free Shipping,Yes,Yes,Cash
9af04e07-9c59-4063-8066-9b3a97a20d96,2023-05-08 06:26:02.507740865+00:00,Sunglasses,Accessories,67,M,Cyan,Summer,Next Day Air,Yes,Yes,Credit Card
4bd653fb-5314-466f-8cd8-790576fb09cf,2023-03-28 00:29:03.274208988+00:00,Sneakers,Footwear,61,L,Gold,Winter,Standard,Yes,Yes,Credit Card
3e9c7851-a63b-4d02-91ff-792fa480f0d9,2023-11-23 05:26:01.332625682+00:00,Jacket,Outerwear,75,M,Teal,Fall,2-Day Shipping,Yes,Yes,Bank Transfer
3614c3fa-e263-49a2-bf87-430802792f37,2023-12-10 15:28:02.909473767+00:00,Skirt,Clothing,90,M,Beige,Spring,2-Day Shipping,Yes,Yes,Bank Transfer
d9db379d-af4d-42dd-b75c-e463bdd1f84b,2023-03-13 17:28:43.524805742+00:00,Sweater,Clothing,40,M,Olive,Summer,2-Day Shipping,Yes,Yes,Bank Transfer
9beb5628-2576-455c-8051-478d5f57a03c,2023-07-20 08:33:51.858076690+00:00,T-shirt,Clothing,90,M,Gray,Fall,Express,Yes,Yes,Credit Card
dedbae7a-f610-48f9-9087-d55f719f7b31,2023-04-22 04:32:46.729638584+00:00,Belt,Accessories,20,M,Black,Spring,Express,Yes,Yes,Cash
f1680afa-9647-4eb0-b9f3-3b367e17cbab,2023-01-10 21:37:24.038179627+00:00,Gloves,Accessories,40,M,Turquoise,Summer,Standard,Yes,Yes,Credit Card
e4982f00-b032-429c-9e34-08d55bba0d7a,2023-06-04 09:19:53.418915295+00:00,Hat,Accessories,33,S,Brown,Fall,Store Pickup,Yes,Yes,Debit Card
4fe82ccd-7b80-4d34-bb32-226ce636f8ce,2023-09-27 17:08:00.904730340+00:00,Boots,Footwear,98,S,Magenta,Spring,Free Shipping,Yes,Yes,PayPal
631d8d3b-5187-4413-acfa-a33d8e706277,2023-08-03 23:37:16.101553145+00:00,Belt,Accessories,42,M,Silver,Spring,Next Day Air,Yes,Yes,Credit Card
07cc28d1-2460-43f1-805d-992d9da3cd32,2023-08-30 21:23:45.417481279+00:00,Coat,Outerwear,62,S,Red,Summer,Standard,Yes,Yes,PayPal
c67b986e-e3a5-4b28-8218-3f62499e6af8,2023-03-26 08:34:07.249131573+00:00,Hat,Accessories,45,L,Indigo,Winter,Free Shipping,Yes,Yes,Venmo
6d159c73-b4d6-4901-adf5-0a66c411dbe2,2023-03-05 10:40:50.631986742+00:00,Shoes,Footwear,78,M,Green,Summer,Free Shipping,Yes,Yes,Credit Card
84ad2c25-a5cb-4860-a0f7-e2a94da75a12,2023-04-16 03:16:57.808343953+00:00,Handbag,Accessories,80,M,Gray,Fall,Express,Yes,Yes,Bank Transfer
b4672dd1-497e-41a4-b090-15b79dea4e98,2023-10-15 06:26:01.954624040+00:00,Scarf,Accessories,96,S,Peach,Spring,Store Pickup,Yes,Yes,Bank Transfer
69dadb6d-1f5b-41cc-9ac1-002d17ee2f36,2023-02-06 06:44:56.585350265+00:00,Handbag,Accessories,47,M,Charcoal,Summer,Express,Yes,Yes,PayPal
2bed92af-f095-44f3-9d5c-95f91a13ff67,2023-09-15 00:39:38.838821258+00:00,Pants,Clothing,84,M,Orange,Winter,2-Day Shipping,Yes,Yes,PayPal
6899a3fd-74e8-4d63-b73b-75282205e996,2023-11-09 10:08:14.079991800+00:00,Shoes,Footwear,31,M,Beige,Spring,Store Pickup,Yes,Yes,Bank Transfer
d485b47a-3d91-41ff-8e78-b01e4036651e,2023-01-08 23:35:42.448627185+00:00,Sunglasses,Accessories,63,S,Yellow,Spring,Store Pickup,Yes,Yes,Cash
84d85bc4-ae22-4552-a645-3325b39a1819,2023-01-05 08:16:03.750979797+00:00,Shorts,Clothing,97,XL,White,Spring,Standard,Yes,Yes,Bank Transfer
8234eb4f-90cf-4eb8-a59f-56f2bc070461,2023-02-23 23:41:20.436899816+00:00,Jacket,Outerwear,99,M,Gray,Winter,Express,Yes,Yes,Debit Card
0abf95b1-ecc7-4a75-85e7-a31200628b95,2023-01-12 20:04:25.352147147+00:00,Sandals,Footwear,90,M,Peach,Winter,Store Pickup,Yes,Yes,Cash
69928029-21fe-4373-8cf8-f429c5fe2da7,2023-01-03 01:34:18.559656289+00:00,Shoes,Footwear,68,L,Violet,Fall,Express,Yes,Yes,Debit Card
55548561-e0ed-42f3-9b32-beae57cb4ab9,2023-09-21 16:17:39.291348199+00:00,Jewelry,Accessories,80,M,Magenta,Spring,2-Day Shipping,Yes,Yes,Venmo
60f550e7-f82a-49fa-a516-cfc7450fd109,2023-11-04 13:14:51.898696636+00:00,Sandals,Footwear,91,L,Maroon,Summer,Standard,Yes,Yes,Bank Transfer
559d3b4d-0a4c-48dc-8d9b-9c5f0d009bcf,2023-03-31 13:04:02.325827983+00:00,Pants,Clothing,30,M,Cyan,Spring,Express,Yes,Yes,Cash
24740683-6aed-4108-ac22-9bd62a8eae48,2023-09-22 02:24:37.642364327+00:00,Shoes,Footwear,90,M,White,Spring,Next Day Air,Yes,Yes,Bank Transfer
f27c9d41-d130-48cd-948e-72fcc29d2973,2023-10-30 21:41:42.070926930+00:00,Socks,Clothing,28,L,Brown,Spring,Standard,Yes,Yes,Debit Card
db02dc75-343a-464c-b359-9f44e583500f,2023-07-25 21:29:31.480347917+00:00,Socks,Clothing,46,M,Red,Winter,Express,Yes,Yes,Bank Transfer
defba44f-d128-4843-8752-d0d0fbdd54eb,2023-07-12 13:16:40.733334327+00:00,Dress,Clothing,60,M,Orange,Fall,Standard,Yes,Yes,Debit Card
62bf67c6-0bf1-4218-a4ee-c7ca81dab9e4,2023-07-14 10:40:34.477698428+00:00,Shoes,Footwear,59,M,White,Spring,Store Pickup,Yes,Yes,Bank Transfer
3552da2a-7899-4456-9ea6-cca9793e374c,2023-01-19 11:03:31.856200448+00:00,Hat,Accessories,68,M,Green,Fall,Store Pickup,Yes,Yes,Cash
90f71c84-1142-4279-be84-a13e75d3cc0f,2023-10-09 11:13:20.782187272+00:00,Backpack,Accessories,79,M,Black,Summer,2-Day Shipping,Yes,Yes,Cash
